X,Y,Z,lith
12.5,0.8333333,485.33755,3.0
12.5,0.8333333,510.44302,3.0
12.5,0.8333333,535.5485,3.0
12.5,0.8333333,560.654,3.0
12.5,0.8333333,585.7595,3.0
12.5,0.8333333,610.865,3.0
12.5,0.8333333,635.97046,3.0
12.5,0.8333333,661.0759,3.0
37.5,0.8333333,510.44302,3.0
37.5,0.8333333,535.5485,3.0
37.5,0.8333333,560.654,3.0
37.5,0.8333333,585.7595,3.0
37.5,0.8333333,610.865,3.0
37.5,0.8333333,635.97046,3.0
37.5,0.8333333,661.0759,3.0
37.5,0.8333333,686.18146,3.0
62.5,0.8333333,510.44302,3.0
62.5,0.8333333,535.5485,3.0
62.5,0.8333333,560.654,3.0
62.5,0.8333333,585.7595,3.0
62.5,0.8333333,610.865,3.0
62.5,0.8333333,635.97046,3.0
62.5,0.8333333,661.0759,3.0
62.5,0.8333333,686.18146,3.0
87.5,0.8333333,535.5485,3.0
87.5,0.8333333,560.654,3.0
87.5,0.8333333,585.7595,3.0
87.5,0.8333333,610.865,3.0
87.5,0.8333333,635.97046,3.0
87.5,0.8333333,661.0759,3.0
87.5,0.8333333,686.18146,3.0
87.5,0.8333333,711.2869,3.0
112.5,0.8333333,535.5485,3.0
112.5,0.8333333,560.654,3.0
112.5,0.8333333,585.7595,3.0
112.5,0.8333333,610.865,3.0
112.5,0.8333333,635.97046,3.0
112.5,0.8333333,661.0759,3.0
112.5,0.8333333,686.18146,3.0
112.5,0.8333333,711.2869,3.0
137.5,0.8333333,560.654,3.0
137.5,0.8333333,585.7595,3.0
137.5,0.8333333,610.865,3.0
137.5,0.8333333,635.97046,3.0
137.5,0.8333333,661.0759,3.0
137.5,0.8333333,686.18146,3.0
137.5,0.8333333,711.2869,3.0
137.5,0.8333333,736.3924,3.0
162.5,0.8333333,560.654,3.0
162.5,0.8333333,585.7595,3.0
162.5,0.8333333,610.865,3.0
162.5,0.8333333,635.97046,3.0
162.5,0.8333333,661.0759,3.0
162.5,0.8333333,686.18146,3.0
162.5,0.8333333,711.2869,3.0
162.5,0.8333333,736.3924,3.0
187.5,0.8333333,585.7595,3.0
187.5,0.8333333,610.865,3.0
187.5,0.8333333,635.97046,3.0
187.5,0.8333333,661.0759,3.0
187.5,0.8333333,686.18146,3.0
187.5,0.8333333,711.2869,3.0
187.5,0.8333333,736.3924,3.0
187.5,0.8333333,761.49786,3.0
212.5,0.8333333,585.7595,3.0
212.5,0.8333333,610.865,3.0
212.5,0.8333333,635.97046,3.0
212.5,0.8333333,661.0759,3.0
212.5,0.8333333,686.18146,3.0
212.5,0.8333333,711.2869,3.0
212.5,0.8333333,736.3924,3.0
212.5,0.8333333,761.49786,3.0
237.5,0.8333333,610.865,3.0
237.5,0.8333333,635.97046,3.0
237.5,0.8333333,661.0759,3.0
237.5,0.8333333,686.18146,3.0
237.5,0.8333333,711.2869,3.0
237.5,0.8333333,736.3924,3.0
237.5,0.8333333,761.49786,3.0
237.5,0.8333333,786.6034,3.0
262.5,0.8333333,610.865,3.0
262.5,0.8333333,635.97046,3.0
262.5,0.8333333,661.0759,3.0
262.5,0.8333333,686.18146,3.0
262.5,0.8333333,711.2869,3.0
262.5,0.8333333,736.3924,3.0
262.5,0.8333333,761.49786,3.0
262.5,0.8333333,786.6034,3.0
287.5,0.8333333,635.97046,3.0
287.5,0.8333333,661.0759,3.0
287.5,0.8333333,686.18146,3.0
287.5,0.8333333,711.2869,3.0
287.5,0.8333333,736.3924,3.0
287.5,0.8333333,761.49786,3.0
287.5,0.8333333,786.6034,3.0
287.5,0.8333333,811.70886,3.0
312.5,0.8333333,635.97046,3.0
312.5,0.8333333,661.0759,3.0
312.5,0.8333333,686.18146,3.0
312.5,0.8333333,711.2869,3.0
312.5,0.8333333,736.3924,3.0
312.5,0.8333333,761.49786,3.0
312.5,0.8333333,786.6034,3.0
312.5,0.8333333,811.70886,3.0
337.5,0.8333333,661.0759,3.0
337.5,0.8333333,686.18146,3.0
337.5,0.8333333,711.2869,3.0
337.5,0.8333333,736.3924,3.0
337.5,0.8333333,761.49786,3.0
337.5,0.8333333,786.6034,3.0
337.5,0.8333333,811.70886,3.0
337.5,0.8333333,836.81433,3.0
362.5,0.8333333,686.18146,3.0
362.5,0.8333333,711.2869,3.0
362.5,0.8333333,736.3924,3.0
362.5,0.8333333,761.49786,3.0
362.5,0.8333333,786.6034,3.0
362.5,0.8333333,811.70886,3.0
362.5,0.8333333,836.81433,3.0
387.5,0.8333333,686.18146,3.0
387.5,0.8333333,711.2869,3.0
387.5,0.8333333,736.3924,3.0
387.5,0.8333333,761.49786,3.0
387.5,0.8333333,786.6034,3.0
387.5,0.8333333,811.70886,3.0
387.5,0.8333333,836.81433,3.0
387.5,0.8333333,861.91986,3.0
412.5,0.8333333,711.2869,3.0
412.5,0.8333333,736.3924,3.0
412.5,0.8333333,761.49786,3.0
412.5,0.8333333,786.6034,3.0
412.5,0.8333333,811.70886,3.0
412.5,0.8333333,836.81433,3.0
412.5,0.8333333,861.91986,3.0
412.5,0.8333333,887.0253,3.0
437.5,0.8333333,711.2869,3.0
437.5,0.8333333,736.3924,3.0
437.5,0.8333333,761.49786,3.0
437.5,0.8333333,786.6034,3.0
437.5,0.8333333,811.70886,3.0
437.5,0.8333333,836.81433,3.0
437.5,0.8333333,861.91986,3.0
437.5,0.8333333,887.0253,3.0
462.5,0.8333333,736.3924,3.0
462.5,0.8333333,761.49786,3.0
462.5,0.8333333,786.6034,3.0
462.5,0.8333333,811.70886,3.0
462.5,0.8333333,836.81433,3.0
462.5,0.8333333,861.91986,3.0
462.5,0.8333333,887.0253,3.0
462.5,0.8333333,912.1308,3.0
487.5,0.8333333,761.49786,3.0
487.5,0.8333333,786.6034,3.0
487.5,0.8333333,811.70886,3.0
487.5,0.8333333,836.81433,3.0
487.5,0.8333333,861.91986,3.0
487.5,0.8333333,887.0253,3.0
487.5,0.8333333,912.1308,3.0
487.5,0.8333333,937.23627,3.0
512.5,0.8333333,761.49786,3.0
512.5,0.8333333,786.6034,3.0
512.5,0.8333333,811.70886,3.0
512.5,0.8333333,836.81433,3.0
512.5,0.8333333,861.91986,3.0
512.5,0.8333333,887.0253,3.0
512.5,0.8333333,912.1308,3.0
512.5,0.8333333,937.23627,3.0
537.5,0.8333333,786.6034,3.0
537.5,0.8333333,811.70886,3.0
537.5,0.8333333,836.81433,3.0
537.5,0.8333333,861.91986,3.0
537.5,0.8333333,887.0253,3.0
537.5,0.8333333,912.1308,3.0
537.5,0.8333333,937.23627,3.0
537.5,0.8333333,962.3418,3.0
562.5,0.8333333,786.6034,3.0
562.5,0.8333333,811.70886,3.0
562.5,0.8333333,836.81433,3.0
562.5,0.8333333,861.91986,3.0
562.5,0.8333333,887.0253,3.0
562.5,0.8333333,912.1308,3.0
562.5,0.8333333,937.23627,3.0
562.5,0.8333333,962.3418,3.0
587.5,0.8333333,811.70886,3.0
587.5,0.8333333,836.81433,3.0
587.5,0.8333333,861.91986,3.0
587.5,0.8333333,887.0253,3.0
587.5,0.8333333,912.1308,3.0
587.5,0.8333333,937.23627,3.0
587.5,0.8333333,962.3418,3.0
587.5,0.8333333,987.44727,3.0
612.5,0.8333333,836.81433,3.0
612.5,0.8333333,861.91986,3.0
612.5,0.8333333,887.0253,3.0
612.5,0.8333333,912.1308,3.0
612.5,0.8333333,937.23627,3.0
612.5,0.8333333,962.3418,3.0
612.5,0.8333333,987.44727,3.0
612.5,0.8333333,1012.55273,3.0
637.5,0.8333333,836.81433,3.0
637.5,0.8333333,861.91986,3.0
637.5,0.8333333,887.0253,3.0
637.5,0.8333333,912.1308,3.0
637.5,0.8333333,937.23627,3.0
637.5,0.8333333,962.3418,3.0
637.5,0.8333333,987.44727,3.0
637.5,0.8333333,1012.55273,3.0
662.5,0.8333333,861.91986,3.0
662.5,0.8333333,887.0253,3.0
662.5,0.8333333,912.1308,3.0
662.5,0.8333333,937.23627,3.0
662.5,0.8333333,962.3418,3.0
662.5,0.8333333,987.44727,3.0
662.5,0.8333333,1012.55273,3.0
662.5,0.8333333,1037.6582,3.0
687.5,0.8333333,861.91986,3.0
687.5,0.8333333,887.0253,3.0
687.5,0.8333333,912.1308,3.0
687.5,0.8333333,937.23627,3.0
687.5,0.8333333,962.3418,3.0
687.5,0.8333333,987.44727,3.0
687.5,0.8333333,1012.55273,3.0
687.5,0.8333333,1037.6582,3.0
712.5,0.8333333,887.0253,3.0
712.5,0.8333333,912.1308,3.0
712.5,0.8333333,937.23627,3.0
712.5,0.8333333,962.3418,3.0
712.5,0.8333333,987.44727,3.0
712.5,0.8333333,1012.55273,3.0
712.5,0.8333333,1037.6582,3.0
712.5,0.8333333,1062.7637,3.0
737.5,0.8333333,912.1308,3.0
737.5,0.8333333,937.23627,3.0
737.5,0.8333333,962.3418,3.0
737.5,0.8333333,987.44727,3.0
737.5,0.8333333,1012.55273,3.0
737.5,0.8333333,1037.6582,3.0
737.5,0.8333333,1062.7637,3.0
737.5,0.8333333,1087.8691,3.0
762.5,0.8333333,912.1308,3.0
762.5,0.8333333,937.23627,3.0
762.5,0.8333333,962.3418,3.0
762.5,0.8333333,987.44727,3.0
762.5,0.8333333,1012.55273,3.0
762.5,0.8333333,1037.6582,3.0
762.5,0.8333333,1062.7637,3.0
762.5,0.8333333,1087.8691,3.0
787.5,0.8333333,937.23627,3.0
787.5,0.8333333,962.3418,3.0
787.5,0.8333333,987.44727,3.0
787.5,0.8333333,1012.55273,3.0
787.5,0.8333333,1037.6582,3.0
787.5,0.8333333,1062.7637,3.0
787.5,0.8333333,1087.8691,3.0
787.5,0.8333333,1112.9747,3.0
812.5,0.8333333,937.23627,3.0
812.5,0.8333333,962.3418,3.0
812.5,0.8333333,987.44727,3.0
812.5,0.8333333,1012.55273,3.0
812.5,0.8333333,1037.6582,3.0
812.5,0.8333333,1062.7637,3.0
812.5,0.8333333,1087.8691,3.0
812.5,0.8333333,1112.9747,3.0
837.5,0.8333333,962.3418,3.0
837.5,0.8333333,987.44727,3.0
837.5,0.8333333,1012.55273,3.0
837.5,0.8333333,1037.6582,3.0
837.5,0.8333333,1062.7637,3.0
837.5,0.8333333,1087.8691,3.0
837.5,0.8333333,1112.9747,3.0
837.5,0.8333333,1138.0802,3.0
862.5,0.8333333,962.3418,3.0
862.5,0.8333333,987.44727,3.0
862.5,0.8333333,1012.55273,3.0
862.5,0.8333333,1037.6582,3.0
862.5,0.8333333,1062.7637,3.0
862.5,0.8333333,1087.8691,3.0
862.5,0.8333333,1112.9747,3.0
862.5,0.8333333,1138.0802,3.0
887.5,0.8333333,987.44727,3.0
887.5,0.8333333,1012.55273,3.0
887.5,0.8333333,1037.6582,3.0
887.5,0.8333333,1062.7637,3.0
887.5,0.8333333,1087.8691,3.0
887.5,0.8333333,1112.9747,3.0
887.5,0.8333333,1138.0802,3.0
887.5,0.8333333,1163.1857,3.0
912.5,0.8333333,987.44727,3.0
912.5,0.8333333,1012.55273,3.0
912.5,0.8333333,1037.6582,3.0
912.5,0.8333333,1062.7637,3.0
912.5,0.8333333,1087.8691,3.0
912.5,0.8333333,1112.9747,3.0
912.5,0.8333333,1138.0802,3.0
912.5,0.8333333,1163.1857,3.0
937.5,0.8333333,1012.55273,3.0
937.5,0.8333333,1037.6582,3.0
937.5,0.8333333,1062.7637,3.0
937.5,0.8333333,1087.8691,3.0
937.5,0.8333333,1112.9747,3.0
937.5,0.8333333,1138.0802,3.0
937.5,0.8333333,1163.1857,3.0
937.5,0.8333333,1188.2911,3.0
962.5,0.8333333,1012.55273,3.0
962.5,0.8333333,1037.6582,3.0
962.5,0.8333333,1062.7637,3.0
962.5,0.8333333,1087.8691,3.0
962.5,0.8333333,1112.9747,3.0
962.5,0.8333333,1138.0802,3.0
962.5,0.8333333,1163.1857,3.0
962.5,0.8333333,1188.2911,3.0
987.5,0.8333333,1037.6582,3.0
987.5,0.8333333,1062.7637,3.0
987.5,0.8333333,1087.8691,3.0
987.5,0.8333333,1112.9747,3.0
987.5,0.8333333,1138.0802,3.0
987.5,0.8333333,1163.1857,3.0
987.5,0.8333333,1188.2911,3.0
1012.5,0.8333333,1037.6582,3.0
1012.5,0.8333333,1062.7637,3.0
1012.5,0.8333333,1087.8691,3.0
1012.5,0.8333333,1112.9747,3.0
1012.5,0.8333333,1138.0802,3.0
1012.5,0.8333333,1163.1857,3.0
1012.5,0.8333333,1188.2911,3.0
1012.5,0.8333333,1213.3966,3.0
1037.5,0.8333333,1037.6582,3.0
1037.5,0.8333333,1062.7637,3.0
1037.5,0.8333333,1087.8691,3.0
1037.5,0.8333333,1112.9747,3.0
1037.5,0.8333333,1138.0802,3.0
1037.5,0.8333333,1163.1857,3.0
1037.5,0.8333333,1188.2911,3.0
1037.5,0.8333333,1213.3966,3.0
1062.5,0.8333333,1062.7637,3.0
1062.5,0.8333333,1087.8691,3.0
1062.5,0.8333333,1112.9747,3.0
1062.5,0.8333333,1138.0802,3.0
1062.5,0.8333333,1163.1857,3.0
1062.5,0.8333333,1188.2911,3.0
1062.5,0.8333333,1213.3966,3.0
1062.5,0.8333333,1238.5021,3.0
1087.5,0.8333333,1062.7637,3.0
1087.5,0.8333333,1087.8691,3.0
1087.5,0.8333333,1112.9747,3.0
1087.5,0.8333333,1138.0802,3.0
1087.5,0.8333333,1163.1857,3.0
1087.5,0.8333333,1188.2911,3.0
1087.5,0.8333333,1213.3966,3.0
1087.5,0.8333333,1238.5021,3.0
1112.5,0.8333333,1087.8691,3.0
1112.5,0.8333333,1112.9747,3.0
1112.5,0.8333333,1138.0802,3.0
1112.5,0.8333333,1163.1857,3.0
1112.5,0.8333333,1188.2911,3.0
1112.5,0.8333333,1213.3966,3.0
1112.5,0.8333333,1238.5021,3.0
1137.5,0.8333333,1087.8691,3.0
1137.5,0.8333333,1112.9747,3.0
1137.5,0.8333333,1138.0802,3.0
1137.5,0.8333333,1163.1857,3.0
1137.5,0.8333333,1188.2911,3.0
1137.5,0.8333333,1213.3966,3.0
1137.5,0.8333333,1238.5021,3.0
1162.5,0.8333333,1087.8691,3.0
1162.5,0.8333333,1112.9747,3.0
1162.5,0.8333333,1138.0802,3.0
1162.5,0.8333333,1163.1857,3.0
1162.5,0.8333333,1188.2911,3.0
1162.5,0.8333333,1213.3966,3.0
1162.5,0.8333333,1238.5021,3.0
1162.5,0.8333333,1263.6075,3.0
1187.5,0.8333333,1087.8691,3.0
1187.5,0.8333333,1112.9747,3.0
1187.5,0.8333333,1138.0802,3.0
1187.5,0.8333333,1163.1857,3.0
1187.5,0.8333333,1188.2911,3.0
1187.5,0.8333333,1213.3966,3.0
1187.5,0.8333333,1238.5021,3.0
1187.5,0.8333333,1263.6075,3.0
1212.5,0.8333333,1112.9747,3.0
1212.5,0.8333333,1138.0802,3.0
1212.5,0.8333333,1163.1857,3.0
1212.5,0.8333333,1188.2911,3.0
1212.5,0.8333333,1213.3966,3.0
1212.5,0.8333333,1238.5021,3.0
1212.5,0.8333333,1263.6075,3.0
1237.5,0.8333333,1112.9747,3.0
1237.5,0.8333333,1138.0802,3.0
1237.5,0.8333333,1163.1857,3.0
1237.5,0.8333333,1188.2911,3.0
1237.5,0.8333333,1213.3966,3.0
1237.5,0.8333333,1238.5021,3.0
1237.5,0.8333333,1263.6075,3.0
1262.5,0.8333333,1112.9747,3.0
1262.5,0.8333333,1138.0802,3.0
1262.5,0.8333333,1163.1857,3.0
1262.5,0.8333333,1188.2911,3.0
1262.5,0.8333333,1213.3966,3.0
1262.5,0.8333333,1238.5021,3.0
1262.5,0.8333333,1263.6075,3.0
1262.5,0.8333333,1288.7131,3.0
1287.5,0.8333333,1112.9747,3.0
1287.5,0.8333333,1138.0802,3.0
1287.5,0.8333333,1163.1857,3.0
1287.5,0.8333333,1188.2911,3.0
1287.5,0.8333333,1213.3966,3.0
1287.5,0.8333333,1238.5021,3.0
1287.5,0.8333333,1263.6075,3.0
1287.5,0.8333333,1288.7131,3.0
1312.5,0.8333333,1112.9747,3.0
1312.5,0.8333333,1138.0802,3.0
1312.5,0.8333333,1163.1857,3.0
1312.5,0.8333333,1188.2911,3.0
1312.5,0.8333333,1213.3966,3.0
1312.5,0.8333333,1238.5021,3.0
1312.5,0.8333333,1263.6075,3.0
1312.5,0.8333333,1288.7131,3.0
1337.5,0.8333333,1138.0802,3.0
1337.5,0.8333333,1163.1857,3.0
1337.5,0.8333333,1188.2911,3.0
1337.5,0.8333333,1213.3966,3.0
1337.5,0.8333333,1238.5021,3.0
1337.5,0.8333333,1263.6075,3.0
1337.5,0.8333333,1288.7131,3.0
1362.5,0.8333333,1138.0802,3.0
1362.5,0.8333333,1163.1857,3.0
1362.5,0.8333333,1188.2911,3.0
1362.5,0.8333333,1213.3966,3.0
1362.5,0.8333333,1238.5021,3.0
1362.5,0.8333333,1263.6075,3.0
1362.5,0.8333333,1288.7131,3.0
1387.5,0.8333333,1138.0802,3.0
1387.5,0.8333333,1163.1857,3.0
1387.5,0.8333333,1188.2911,3.0
1387.5,0.8333333,1213.3966,3.0
1387.5,0.8333333,1238.5021,3.0
1387.5,0.8333333,1263.6075,3.0
1387.5,0.8333333,1288.7131,3.0
1412.5,0.8333333,1138.0802,3.0
1412.5,0.8333333,1163.1857,3.0
1412.5,0.8333333,1188.2911,3.0
1412.5,0.8333333,1213.3966,3.0
1412.5,0.8333333,1238.5021,3.0
1412.5,0.8333333,1263.6075,3.0
1412.5,0.8333333,1288.7131,3.0
1437.5,0.8333333,1138.0802,3.0
1437.5,0.8333333,1163.1857,3.0
1437.5,0.8333333,1188.2911,3.0
1437.5,0.8333333,1213.3966,3.0
1437.5,0.8333333,1238.5021,3.0
1437.5,0.8333333,1263.6075,3.0
1437.5,0.8333333,1288.7131,3.0
1462.5,0.8333333,1138.0802,3.0
1462.5,0.8333333,1163.1857,3.0
1462.5,0.8333333,1188.2911,3.0
1462.5,0.8333333,1213.3966,3.0
1462.5,0.8333333,1238.5021,3.0
1462.5,0.8333333,1263.6075,3.0
1462.5,0.8333333,1288.7131,3.0
1487.5,0.8333333,1138.0802,3.0
1487.5,0.8333333,1163.1857,3.0
1487.5,0.8333333,1188.2911,3.0
1487.5,0.8333333,1213.3966,3.0
1487.5,0.8333333,1238.5021,3.0
1487.5,0.8333333,1263.6075,3.0
1487.5,0.8333333,1288.7131,3.0
1512.5,0.8333333,1138.0802,3.0
1512.5,0.8333333,1163.1857,3.0
1512.5,0.8333333,1188.2911,3.0
1512.5,0.8333333,1213.3966,3.0
1512.5,0.8333333,1238.5021,3.0
